Attraction,Category,Subclass,Address,Tag,Participants,etc,cafe,max,type
수도박물관,관광,박물관,서울특별시 성동구 왕십리로 27,#가족여행#관광지#근대문화유산#근대산업유산#박물관#산업관광#산업관광지#수도권#수도박물관#아이와함께#역사속으로#역사이야기#전시관#체험학습,10,0,0,3,chinese
낙원떡집,음식,"떡,한과",서울특별시 종로구 삼일대로 438,#떡집#서울_여행지_추천#서울가볼만한곳#서울권#서울미래유산#음식,774,2,0,2,etc
북악산,관광,산,서울특별시 종로구 부암동,#관광지#백아산#북악스카이웨이#삼청공원#서울산#자연#전망좋은곳,32,0,0,3,chinese
두가헌 레스토랑,음식,이탈리아음식,서울특별시 종로구 삼청로 14,#두가헌#레스토랑#맛집#문화공간#삼청동맛집#서울맛집#수도권#스테이크#스테이크#연인과함께#와인#와인#음식#이색적인_맛#종로맛집#코스요리,31,0,0,1,west
써미트 호텔 서울,숙소,3성급,서울특별시 중구 장충단로 198,#서울숙소#서울여행#서울호텔#숙박#연인과함께#중구#휴식공간#휴식하기좋은곳#힐링여행,41,0,0,1,korean
RSG 성수,음식,"카페,디저트",서울특별시 성동구 연무장15길 11 C동 110호,#RSG#RSG성수#라이더성지#라이더카페#라이딩편집숍#서울라이더성지#음식,12,0,0,2,west
포포인츠 바이 쉐라톤 조선 서울역,숙소,4성급,서울특별시 용산구 한강대로 366 포포인츠바이쉐라톤조선 서울역,#서울숙소#서울호텔#숙박#연인과함께#용산구#친구와함께#포포인츠바이쉐라톤#호캉스#호캉스즐기기#호텔,485,0,0,5,korean
창경궁 홍화문,관광,기념물,서울특별시 종로구 창경궁로 185,#19_20한국관광100선#가족여행#고궁#관광지#교과서속여행#사계절#수도권#아이와함께#역사#역사공부#역사관광#역사관광지#역사를품은곳#역사문화재#역사속#역사속으로#역사여행#역사이야기#역사탐방#역사탐험#창경궁홍화문#체험학습,90,0,0,2,japanese
금강제화 명동본점,관광,신발,서울특별시 중구 명동8길 30 금강제화 명동본점,#쇼핑#정장화#제화#패션브랜드,96,0,0,5,korean
구로공단 노동자생활체험관,관광,전시관,서울특별시 금천구 벚꽃로44길 17 금천 순이의 집 구로공단 노동자생활체험관,#관광지#구로공단#구로공단노동자생활체험관#금천순이의집#노동자생활체험관#문화콘텐츠#산업관광#산업관광지#서울가볼만한곳#서울명소#수도권#아이와함께#역사체험#역사탐방#이색체험#직업체험#체험학습#추억여행,12,0,0,7,korean
그랜드 워커힐 서울,숙소,5성급,서울특별시 광진구 워커힐로 177 그랜드워커힐 서울,#광진구#그랜드워커힐#서울숙소#서울호텔#숙박#휴식여행#힐링&여행,"1,001",0,0,3,korean
한국은행 화폐박물관,관광,박물관,서울특별시 중구 남대문로 39 한국은행,#경제교육체험#문화시설#아이와함께가볼만한곳#체험학습#한국은행박물관#한국은행화폐박물관#화폐박물관,13,0,0,6,korean
관악산 호수공원,관광,"도시,테마공원",서울특별시 관악구 신림동 203,#관광지#관악산호수공원#데이트코스#도심여행#산책길#산책하기#산책하기좋은곳#아이와함께#연인과함께#인생샷#자연&숲#휴식공간#휴식여행#휴식하기#휴식하기좋은곳#힐링,27,0,0,5,korean
스미스가좋아하는한옥,음식,이탈리아음식,서울특별시 종로구 삼청로 22-7,#마르게리따_피자#맛집#버섯_크림_리조또#서울맛집#수도권#스미스가좋아하는한옥#안심_스테이크#알리오_올리오#양식#음식,702,0,0,2,korean
뉘조,음식,한정식-일반,서울특별시 종로구 인사동14길 27,#뉘조#맛집#서울맛집#수도권#연중무휴#음식#인사동맛집#종로맛집#한식,145,0,7,7,cafe
하나로회관,음식,한정식-일반,서울특별시 종로구 인사동5길 25 지하1층 하나로회관,#곱창전골정식#맛집#백년가게#버섯전골정식가성비_갑#서울시#음식#정성가득#종로구#하나로특정식#하나로한정식#한정식,223,0,0,5,korean
스토리지북앤필름,관광,독립서점,서울특별시 용산구 신흥로 115-1 1층,#관광지#남녀노소#독립출판물전문서점#독서여행#동네책방#소설책#쇼핑#스토리지북앤필름#연중무휴#책방#휴식여행#휴식하기#휴식하기좋은곳,150,0,0,5,west
고투몰,관광,"상가,아케이드",서울특별시 서초구 신반포로 200 고투몰,#고속버스터미널#서울#쇼핑,361,0,0,1,korean
비스타 워커힐 서울,숙소,5성급,서울특별시 광진구 워커힐로 177 비스타 워커힐 서울,#광진구#반려견동반여행지#비스타워커힐서울#서울숙소#숙박#애견동반숙소,559,0,0,4,japanese
광운대학교 아이스링크,관광,아이스링크,서울특별시 노원구 광운로 21,#겨울레포츠#광운대스케이트장#광운대아이스링크#교육프로그램#남녀노소#레포츠#생활스포츠#스케이트#스케이트장#실내레포츠#실내스케이트장#아이스링크#아이와함께,124,0,0,2,korean
명동칼국수 본점,음식,"칼국수,만두",서울 중구 명동10길 29,#떡만두국#맛집#백년가게#보쌈정식#사골국물#서울맛집#왕만두#음식#정성가득#칼국수#칼국수맛집,355,0,0,4,korean
배재학당역사박물관,관광,박물관,서울특별시 중구 서소문로11길 19 배재학당역사박물관,#교육여행#덕수궁근처박물관#문화시설#배재학당#배재학당역사박물관#아이와 함께#역사교육#역사박물관#체험학습,17,0,1,9,korean
소문난성수감자탕 별관,음식,감자탕,서울특별시 성동구 연무장7길 4 해피드림,#TV방영맛집#TV방영맛집#뚝섬맛집#서울감자탕맛집#성수동맛집#성수동맛집#소문난성수감자탕#음식,"2,048",1,0,5,japanese
마장 축산물시장,관광,시장,서울특별시 성동구 마장로33길 53,#가족여행#마장축산물시장#사계절#쇼핑#수도권#시장맛집#아이와함께#연인과함께#재래시장#전통시장#전통시장투어#체험학습#친구와함께,70,0,0,6,korean
서울 살곶이 다리,관광,보물,서울특별시 성동구 성수동1가 694-124,#걷기길#관광지#교과서속여행#산책길#산책하기#산책하기좋은곳#서울살곶이다리#아이와함께#역사관광지#역사유적지#조선시대#휴식공간#휴식여행#휴식하기#휴식하기좋은곳,11,0,0,12,korean
진미옥설농탕,음식,"곰탕,설렁탕",서울특별시 송파구 가락로16길 3-12 성창빌딩 1층,#국밥#남녀노소#도가니탕#맛집#백년가게#설렁탕#소머리탕#송파맛집#음식#진미옥#진미옥설렁탕#한식#한식맛집,486,0,0,8,korean
꽃새우 영번지,음식,"해물,생선요리",서울특별시 강남구 언주로 536,#맛집#음식,106,0,4,4,cafe
우표박물관,관광,박물관,서울특별시 중구 소공로 70 지하2층 우표박물관,#가족과함께#겨울방학가볼만한곳#남녀노소#문화시설#미세먼지_피하는_실내여행#실내여행지#아이와함께#여름방학가볼만한곳#우정사업본부박물관#우표박물관#이색체험#체험학습,622,1,6,6,cafe
길음시장,관광,시장,서울특별시 성북구 동소문로 227,#길음순대마을#길음시장#길음전통시장#쇼핑#재래시장#전통시장,27,0,0,16,korean
설화수 도산 플래그십 스토어,관광,"화장품,향수",서울특별시 강남구 도산대로45길 18,#건강여행#관광지#남녀노소#부모님과함께#연인과함께#이색체험#체험프로그램#친구와함께#커플데이트#휴식공간#휴식여행#휴식하기좋은곳#힐링여행,21,0,0,1,korean
방신재래시장,관광,시장,서울특별시 강서구 방화동로16길 31,#방신시장#방신재래시장#방신전통시장#방화동시장#쇼핑#재래시장#전통시장,33,0,1,6,west
오목공원,관광,근린공원,서울특별시 양천구 목동서로 159-2,#관광지#남녀노소#도심공원#산책길#산책로#산책코스#산책하기좋은곳#서울산책#아이와함께#연인과함께#휴식공간#휴식공원#휴식여행#휴식하기#휴식하기좋은곳,38,0,0,5,west
다락원체육공원,관광,"도시,테마공원",서울특별시 도봉구 마들로 932 평화문화진지,#관광지#다락원체육공원#대형체육공원#도봉구게이트볼장#도봉구배드민턴장#실내배드민턴장#실내테니스장#인조잔디축구장,22,0,0,5,korean
천호공원,관광,근린공원,서울특별시 강동구 올림픽로 702 해공도서관,#걷기좋은곳#공원#관광지#근린공원#산책길#산책코스#산책하기#산책하기좋은곳#서울가볼만한곳#서울공원#음악분수#천호공원#해공도서관#휴식공간#휴식여행#휴식하기#휴식하기좋은곳,99,0,6,6,cafe
서울약령시 한의약박물관,관광,박물관,서울특별시 동대문구 약령중앙로 26,#가족과함께#건강여행#남녀노소#문화시설#한방약#한방약초#한방의료#한방체험#한방테마#휴식공간#휴식여행#휴식하기#휴식하기좋은곳,71,0,0,10,korean
서울마리나,관광,요트,서울특별시 영등포구 여의서로 160,#가족과함께#남녀노소#레포츠#연인과함께#요트#요트체험#이색체험#친구와함께#한강,170,0,0,2,korean
롯데시티호텔 명동,숙소,4성급,서울특별시 중구 삼일대로 362,#롯데시티호텔#롯데시티호텔명동#명동호텔#서울숙소#숙박#중구#호텔,321,0,0,2,korean
아시아공원,관광,근린공원,서울특별시 송파구 올림픽로 44,#관광지#근린공원#산책길#산책하기#산책하기좋은곳#서울종합운동장#송파근린공원#송파문화예술회관#아시아공원#아시아근린공원#아시아선수촌공원#자연환경#휴식공간#휴식여행#휴식하기#휴식하기좋은곳,39,0,2,2,cafe
목3동시장,관광,시장,서울특별시 양천구 목동중앙북로 29,#목동#목동깨비시장#쇼핑#재래시장,77,0,1,3,west
하모니마트 명동역점,관광,"슈퍼,마트",서울특별시 중구 명동10길 58 신일빌딩별관 지하1층,#서울여행#쇼핑#품질인증업소_전체보기#한국관광품질인증,86,0,0,3,chinese
강남아르누보씨티호텔,숙소,4급,서울특별시 서초구 서초대로74길 49,#강남아르누보씨티호텔#서울추천숙소#숙박#숙소#의류세탁가능#추천숙박,50,0,0,1,korean
가락몰,관광,시장,서울특별시 송파구 양재대로 932 가락동 농수산물도매시장,#가락몰#가락몰도서관#송파수산시장#쇼핑#식자재시장#식재료쇼핑몰,12,0,0,2,korean
63아트,관광,아쿠아리움,서울특별시 영등포구 63로 50,#63빌딩전시관#63빌딩전시회#63스퀘어#63아트#경치좋은곳#문화공간#문화시설#문화예술#미술관#미술작품#복합문화공간#실내여행지#여의도미술관#여의도전시관#연인과함께#열린문화공간#예술#예술작품#전망좋은곳,252,0,0,4,korean
목동종합운동장실내아이스링크,관광,아이스링크,서울특별시 양천구 안양천로 939,#남녀노소#레포츠#사격장#스케이트장#실내운동#실내체육관,637,0,0,1,west
오클라우드호텔,숙소,4급,서울특별시 서초구 사평대로58길 12,#서울숙소#서울여행#서울호텔#숙박#시티뷰#조식가능#취사가능#품질인증업소_전체보기#한국관광품질인증#한국관광품질인증_호텔#호텔,33,1,1,5,korean
태릉골프장,관광,스크린골프장,서울특별시 노원구 동일로 986 노원프레미어스엠코 지하2층,#레포츠,54,0,0,1,japanese
초안산캠핑장,관광,"캠핑,야영장",서울특별시 노원구 마들로5가길 66-107,#가성비캠핑장#다양한놀이터#레포츠#서울시캠핑장#아이랑가기좋은#지하철로갈수있는캠핑장,31,0,0,7,korean
해주냉면 본점,음식,냉면,서울특별시 송파구 백제고분로7길 8-16,#냉면#냉면#맛집#매운냉면#비빔냉면#서울맛집#신천해주냉면#음식#음식점#잠실냉면#잠실맛집#한식#해주냉면,"1,542",0,2,12,korean
충무로부산복집,음식,복어요리,서울특별시 송파구 중대로27길 9-1 동호빌딩,#맛집#복매운탕#복불고기_복어요리담백한_맛#복샤브#복지리#부산복집#서울맛집#수도권#음식#한식,53,0,0,2,korean
평창동북악정 신관,음식,"육류,고기요리",서울특별시 종로구 평창문화로 169,#맛집#북악정#북악정궁중갈비#북악정이동갈비#생갈비#서울맛집#수도권#연중무휴#음식#이상갈비#주물럭등심#한식#한우꽃등심#한우살치살,583,0,1,1,cafe
절두산 순교성지,관광,"유적지,사적지",서울특별시 마포구 토정로 6,#관광지#역사#역사공부#역사관광지#역사를품은곳#역사문화재#역사속#역사속으로#역사여행#역사유적#역사유적지#역사이야기#역사탐방#역사탐험,13,0,0,2,korean
계림식당,음식,닭볶음탕,서울특별시 종로구 돈화문로4길 39,#맛집#음식,"1,427",0,0,2,korean
자하손만두,음식,만두,서울특별시 종로구 백석동길 12,#담백한_맛#떡만둣국#만두국#만두전골#만두전골#만둣국#맛집#물만두#미쉐린가이드#서울특별시#음식#자하손만두#정성가득#종로구#찐만두#편수,"1,448",0,0,3,japanese
