,Attraction,Good_Point,Selected_People,Category
2774,인왕산 더숲 초소책방,야외 공간이 멋져요,1428,시설 및 분위기
2775,인왕산 더숲 초소책방,디저트가 맛있어요,1397,음식의 속성
2776,인왕산 더숲 초소책방,인테리어가 멋져요,962,시설 및 분위기
2777,인왕산 더숲 초소책방,사진이 잘 나와요,924,시설 및 분위기
2778,인왕산 더숲 초소책방,음료가 맛있어요,770,음식의 속성
2779,인왕산 더숲 초소책방,대화하기 좋아요,718,시설 및 분위기
2780,인왕산 더숲 초소책방,읽을만한 책이 많아요,694,시설 및 분위기
2781,인왕산 더숲 초소책방,친절해요,392,서비스
2782,인왕산 더숲 초소책방,화장실이 깨끗해요,268,시설 및 분위기
2783,인왕산 더숲 초소책방,특별한 메뉴가 있어요,232,음식의 속성
2784,인왕산 더숲 초소책방,특별한 날 가기 좋아요,222,시설 및 분위기
2785,인왕산 더숲 초소책방,좌석이 편해요,98,시설 및 분위기
2786,인왕산 더숲 초소책방,메뉴 구성이 알차요,97,가격 및 가치
2787,인왕산 더숲 초소책방,집중하기 좋아요,53,시설 및 분위기
2788,인왕산 더숲 초소책방,아이와 가기 좋아요,45,시설 및 분위기
2789,인왕산 더숲 초소책방,가성비가 좋아요,40,가격 및 가치
2790,인왕산 더숲 초소책방,매장이 청결해요,35,시설 및 분위기
2791,인왕산 더숲 초소책방,매장이 넓어요,29,시설 및 분위기
2792,인왕산 더숲 초소책방,주차하기 편해요,24,주변 인프라
2793,인왕산 더숲 초소책방,차분한 분위기에요,12,시설 및 분위기
2794,인왕산 더숲 초소책방,아늑해요,10,시설 및 분위기
2795,인왕산 더숲 초소책방,컨셉이 독특해요,7,시설 및 분위기
2796,인왕산 더숲 초소책방,오래 머무르기 좋아요,7,시설 및 분위기
2797,인왕산 더숲 초소책방,반려동물과 가기 좋아요,5,시설 및 분위기
2798,인왕산 더숲 초소책방,음식이 맛있어요,4,음식의 속성
2799,인왕산 더숲 초소책방,비싼 만큼 가치있어요,4,가격 및 가치
2800,인왕산 더숲 초소책방,빵이 맛있어요,3,음식의 속성
2801,인왕산 더숲 초소책방,건강한 맛이에요,2,음식의 속성
2802,인왕산 더숲 초소책방,종류가 다양해요,2,음식의 속성
2803,인왕산 더숲 초소책방,혼밥하기 좋아요,1,시설 및 분위기
2804,인왕산 더숲 초소책방,음식이 빨리 나와요,1,서비스
2805,인왕산 더숲 초소책방,재료가 신선해요,1,음식의 속성
2806,인왕산 더숲 초소책방,음악이 좋아요,1,시설 및 분위기
2807,인왕산 더숲 초소책방,단체모임 하기 좋아요,1,시설 및 분위기
2962,삼거리먼지막순대국,음식이 맛있어요,1121,음식의 속성
2963,삼거리먼지막순대국,가성비가 좋아요,661,가격 및 가치
2964,삼거리먼지막순대국,양이 많아요,594,음식의 속성
2965,삼거리먼지막순대국,혼밥하기 좋아요,242,시설 및 분위기
2966,삼거리먼지막순대국,친절해요,212,서비스
2967,삼거리먼지막순대국,재료가 신선해요,150,음식의 속성
2968,삼거리먼지막순대국,고기 질이 좋아요,126,음식의 속성
2969,삼거리먼지막순대국,특별한 메뉴가 있어요,124,음식의 속성
2970,삼거리먼지막순대국,매장이 청결해요,62,시설 및 분위기
2971,삼거리먼지막순대국,인테리어가 멋져요,33,시설 및 분위기
2972,삼거리먼지막순대국,매장이 넓어요,30,시설 및 분위기
2973,삼거리먼지막순대국,단체모임 하기 좋아요,22,시설 및 분위기
2974,삼거리먼지막순대국,잡내가 적어요,16,음식의 속성
2975,삼거리먼지막순대국,특별한 날 가기 좋아요,12,시설 및 분위기
2976,삼거리먼지막순대국,주차하기 편해요,11,주변 인프라
2977,삼거리먼지막순대국,화장실이 깨끗해요,7,시설 및 분위기
2978,삼거리먼지막순대국,음식이 빨리 나와요,6,서비스
2979,삼거리먼지막순대국,뷰가 좋아요,5,시설 및 분위기
2980,삼거리먼지막순대국,컨셉이 독특해요,2,시설 및 분위기
2981,삼거리먼지막순대국,아늑해요,2,시설 및 분위기
2982,삼거리먼지막순대국,직접 잘 구워줘요,2,서비스
2983,삼거리먼지막순대국,건강한 맛이에요,2,음식의 속성
2984,삼거리먼지막순대국,메뉴 구성이 알차요,1,가격 및 가치
3020,세종한우정육점식당  2호점,음식이 맛있어요,390,음식의 속성
3021,세종한우정육점식당  2호점,가성비가 좋아요,239,가격 및 가치
3022,세종한우정육점식당  2호점,재료가 신선해요,157,음식의 속성
3023,세종한우정육점식당  2호점,고기 질이 좋아요,137,음식의 속성
3024,세종한우정육점식당  2호점,매장이 넓어요,126,시설 및 분위기
3025,세종한우정육점식당  2호점,단체모임 하기 좋아요,87,시설 및 분위기
3026,세종한우정육점식당  2호점,친절해요,77,서비스
3027,세종한우정육점식당  2호점,양이 많아요,59,음식의 속성
3028,세종한우정육점식당  2호점,특별한 메뉴가 있어요,43,음식의 속성
3029,세종한우정육점식당  2호점,매장이 청결해요,37,시설 및 분위기
3030,세종한우정육점식당  2호점,특별한 날 가기 좋아요,24,시설 및 분위기
3031,세종한우정육점식당  2호점,인테리어가 멋져요,18,시설 및 분위기
3032,세종한우정육점식당  2호점,주차하기 편해요,18,주변 인프라
3033,세종한우정육점식당  2호점,화장실이 깨끗해요,10,시설 및 분위기
3034,세종한우정육점식당  2호점,잡내가 적어요,6,음식의 속성
3035,세종한우정육점식당  2호점,혼밥하기 좋아요,4,시설 및 분위기
3036,세종한우정육점식당  2호점,뷰가 좋아요,4,시설 및 분위기
3037,세종한우정육점식당  2호점,건강한 맛이에요,2,음식의 속성
3038,세종한우정육점식당  2호점,좌석이 편해요,1,시설 및 분위기
3039,세종한우정육점식당  2호점,메뉴 구성이 알차요,1,가격 및 가치
3040,세종한우정육점식당  2호점,직접 잘 구워줘요,1,서비스
3247,삼청동수제비,음식이 맛있어요,5325,음식의 속성
3248,삼청동수제비,양이 많아요,1290,음식의 속성
3249,삼청동수제비,가성비가 좋아요,877,가격 및 가치
3250,삼청동수제비,친절해요,860,서비스
3251,삼청동수제비,재료가 신선해요,840,음식의 속성
3252,삼청동수제비,특별한 메뉴가 있어요,727,음식의 속성
3253,삼청동수제비,매장이 넓어요,717,시설 및 분위기
3254,삼청동수제비,혼밥하기 좋아요,295,시설 및 분위기
3255,삼청동수제비,주차하기 편해요,263,주변 인프라
3256,삼청동수제비,매장이 청결해요,184,시설 및 분위기
3257,삼청동수제비,특별한 날 가기 좋아요,151,시설 및 분위기
3258,삼청동수제비,단체모임 하기 좋아요,126,시설 및 분위기
3259,삼청동수제비,음식이 빨리 나와요,72,서비스
3260,삼청동수제비,화장실이 깨끗해요,70,시설 및 분위기
3261,삼청동수제비,건강한 맛이에요,54,음식의 속성
3262,삼청동수제비,뷰가 좋아요,45,시설 및 분위기
3263,삼청동수제비,인테리어가 멋져요,44,시설 및 분위기
3264,삼청동수제비,메뉴 구성이 알차요,12,가격 및 가치
3265,삼청동수제비,반찬이 잘 나와요,11,음식의 속성
3266,삼청동수제비,아늑해요,9,시설 및 분위기
3267,삼청동수제비,향신료가 강하지 않아요,6,음식의 속성
3268,삼청동수제비,차분한 분위기에요,4,시설 및 분위기
3269,삼청동수제비,아이와 가기 좋아요,4,시설 및 분위기
3270,삼청동수제비,현지 맛에 가까워요,4,음식의 속성
3271,삼청동수제비,기본 안주가 좋아요,3,음식의 속성
3272,삼청동수제비,비싼 만큼 가치있어요,2,가격 및 가치
3273,삼청동수제비,음료가 맛있어요,1,음식의 속성
3274,삼청동수제비,잡내가 적어요,1,음식의 속성
3275,삼청동수제비,야외 공간이 멋져요,1,시설 및 분위기
3276,삼청동수제비,룸이 잘 되어있어요,1,시설 및 분위기
3277,삼청동수제비,대화하기 좋아요,1,시설 및 분위기
3278,삼청동수제비,환기가 잘 돼요,1,시설 및 분위기
3319,런던베이글뮤지엄,빵이 맛있어요,5682,음식의 속성
3320,런던베이글뮤지엄,특별한 메뉴가 있어요,2626,음식의 속성
3321,런던베이글뮤지엄,인테리어가 멋져요,2107,시설 및 분위기
3322,런던베이글뮤지엄,친절해요,1288,서비스
3323,런던베이글뮤지엄,사진이 잘 나와요,1016,시설 및 분위기
3324,런던베이글뮤지엄,음식이 맛있어요,726,음식의 속성
3325,런던베이글뮤지엄,커피가 맛있어요,628,음식의 속성
3326,런던베이글뮤지엄,컨셉이 독특해요,436,시설 및 분위기
3327,런던베이글뮤지엄,매장이 청결해요,312,시설 및 분위기
3328,런던베이글뮤지엄,메뉴 구성이 알차요,281,가격 및 가치
3329,런던베이글뮤지엄,음료가 맛있어요,215,음식의 속성
3330,런던베이글뮤지엄,디저트가 맛있어요,137,음식의 속성
3331,런던베이글뮤지엄,특별한 날 가기 좋아요,101,시설 및 분위기
3332,런던베이글뮤지엄,뷰가 좋아요,82,시설 및 분위기
3333,런던베이글뮤지엄,종류가 다양해요,77,음식의 속성
3334,런던베이글뮤지엄,비싼 만큼 가치있어요,74,가격 및 가치
3335,런던베이글뮤지엄,대화하기 좋아요,73,시설 및 분위기
3336,런던베이글뮤지엄,음식이 빨리 나와요,60,서비스
3337,런던베이글뮤지엄,아늑해요,54,시설 및 분위기
3338,런던베이글뮤지엄,가성비가 좋아요,46,가격 및 가치
3339,런던베이글뮤지엄,화장실이 깨끗해요,33,시설 및 분위기
3340,런던베이글뮤지엄,좌석이 편해요,28,시설 및 분위기
3341,런던베이글뮤지엄,재료가 신선해요,13,음식의 속성
3342,런던베이글뮤지엄,집중하기 좋아요,9,시설 및 분위기
3343,런던베이글뮤지엄,주차하기 편해요,8,주변 인프라
3344,런던베이글뮤지엄,매장이 넓어요,6,시설 및 분위기
3345,런던베이글뮤지엄,건강한 맛이에요,6,음식의 속성
3346,런던베이글뮤지엄,양이 많아요,5,음식의 속성
3347,런던베이글뮤지엄,혼밥하기 좋아요,2,시설 및 분위기
3348,런던베이글뮤지엄,차분한 분위기에요,1,시설 및 분위기
3349,런던베이글뮤지엄,룸이 잘 되어있어요,1,시설 및 분위기
3350,런던베이글뮤지엄,오래 머무르기 좋아요,1,시설 및 분위기
3411,삼원가든,음식이 맛있어요,637,음식의 속성
3412,삼원가든,매장이 넓어요,317,시설 및 분위기
3413,삼원가든,친절해요,251,서비스
3414,삼원가든,인테리어가 멋져요,243,시설 및 분위기
3415,삼원가든,재료가 신선해요,221,음식의 속성
3416,삼원가든,매장이 청결해요,199,시설 및 분위기
3417,삼원가든,주차하기 편해요,159,주변 인프라
3418,삼원가든,단체모임 하기 좋아요,152,시설 및 분위기
3419,삼원가든,특별한 날 가기 좋아요,133,시설 및 분위기
3420,삼원가든,뷰가 좋아요,132,시설 및 분위기
3421,삼원가든,특별한 메뉴가 있어요,114,음식의 속성
3422,삼원가든,화장실이 깨끗해요,67,시설 및 분위기
3423,삼원가든,양이 많아요,43,음식의 속성
3424,삼원가든,비싼 만큼 가치있어요,31,가격 및 가치
3425,삼원가든,반찬이 잘 나와요,22,음식의 속성
3426,삼원가든,야외 공간이 멋져요,17,시설 및 분위기
3427,삼원가든,가성비가 좋아요,15,가격 및 가치
3428,삼원가든,고기 질이 좋아요,12,음식의 속성
3429,삼원가든,건강한 맛이에요,12,음식의 속성
3430,삼원가든,룸이 잘 되어있어요,6,시설 및 분위기
3431,삼원가든,직접 잘 구워줘요,6,서비스
3432,삼원가든,차분한 분위기에요,5,시설 및 분위기
3433,삼원가든,메뉴 구성이 알차요,4,가격 및 가치
3434,삼원가든,혼밥하기 좋아요,3,시설 및 분위기
3435,삼원가든,아이와 가기 좋아요,3,시설 및 분위기
3436,삼원가든,대화하기 좋아요,3,시설 및 분위기
3437,삼원가든,아늑해요,1,시설 및 분위기
3438,삼원가든,음료가 맛있어요,1,음식의 속성
3439,삼원가든,음식이 빨리 나와요,1,서비스
3440,삼원가든,잡내가 적어요,1,음식의 속성
3441,삼원가든,환기가 잘 돼요,1,시설 및 분위기
3459,진주회관,음식이 맛있어요,4961,음식의 속성
3460,진주회관,양이 많아요,1238,음식의 속성
3461,진주회관,특별한 메뉴가 있어요,1140,음식의 속성
3462,진주회관,재료가 신선해요,1099,음식의 속성
3463,진주회관,매장이 넓어요,984,시설 및 분위기
3464,진주회관,혼밥하기 좋아요,489,시설 및 분위기
3465,진주회관,친절해요,474,서비스
3466,진주회관,가성비가 좋아요,256,가격 및 가치
3467,진주회관,단체모임 하기 좋아요,129,시설 및 분위기
3468,진주회관,매장이 청결해요,124,시설 및 분위기
3469,진주회관,주차하기 편해요,96,주변 인프라
3470,진주회관,건강한 맛이에요,80,음식의 속성
3471,진주회관,음식이 빨리 나와요,60,서비스
3472,진주회관,특별한 날 가기 좋아요,56,시설 및 분위기
3473,진주회관,비싼 만큼 가치있어요,45,가격 및 가치
3474,진주회관,인테리어가 멋져요,37,시설 및 분위기
3475,진주회관,화장실이 깨끗해요,30,시설 및 분위기
3476,진주회관,뷰가 좋아요,29,시설 및 분위기
3477,진주회관,반찬이 잘 나와요,5,음식의 속성
3478,진주회관,컨셉이 독특해요,3,시설 및 분위기
3479,진주회관,잡내가 적어요,3,음식의 속성
3480,진주회관,현지 맛에 가까워요,2,음식의 속성
3481,진주회관,향신료가 강하지 않아요,2,음식의 속성
3482,진주회관,대화하기 좋아요,2,시설 및 분위기
3483,진주회관,차분한 분위기에요,1,시설 및 분위기
3484,진주회관,아이와 가기 좋아요,1,시설 및 분위기
3485,진주회관,메뉴 구성이 알차요,1,가격 및 가치
3486,진주회관,포장이 깔끔해요,1,서비스
3487,진주회관,반려동물과 가기 좋아요,1,시설 및 분위기
3488,진주회관,룸이 잘 되어있어요,1,시설 및 분위기
3489,진주회관,오래 머무르기 좋아요,1,시설 및 분위기
3586,샤오바오우육면 종로본점,음식이 맛있어요,3791,음식의 속성
