,Attraction,Good_Point,Selected_People
6333,시간을 담다,양이 많아요,4
6334,시간을 담다,디저트가 맛있어요,3
6335,시간을 담다,뷰가 좋아요,3
6336,시간을 담다,혼밥하기 좋아요,2
6337,시간을 담다,음식이 빨리 나와요,2
6338,시간을 담다,차분한 분위기에요,1
6348,중구 베테랑칼국수,음식이 맛있어요,464
6349,중구 베테랑칼국수,양이 많아요,138
6350,중구 베테랑칼국수,혼밥하기 좋아요,116
6351,중구 베테랑칼국수,재료가 신선해요,81
6352,중구 베테랑칼국수,특별한 메뉴가 있어요,79
6353,중구 베테랑칼국수,친절해요,62
6354,중구 베테랑칼국수,가성비가 좋아요,62
6355,중구 베테랑칼국수,매장이 청결해요,32
6356,중구 베테랑칼국수,주차하기 편해요,13
6357,중구 베테랑칼국수,매장이 넓어요,13
6358,중구 베테랑칼국수,인테리어가 멋져요,6
6359,중구 베테랑칼국수,단체모임 하기 좋아요,4
6360,중구 베테랑칼국수,화장실이 깨끗해요,4
6361,중구 베테랑칼국수,음식이 빨리 나와요,3
6362,중구 베테랑칼국수,특별한 날 가기 좋아요,2
6363,중구 베테랑칼국수,건강한 맛이에요,2
6364,중구 베테랑칼국수,아늑해요,1
6365,중구 베테랑칼국수,메뉴 구성이 알차요,1
6366,중구 베테랑칼국수,뷰가 좋아요,1
6381,꽃밥에피다,재료가 신선해요,1371
6382,꽃밥에피다,음식이 맛있어요,1265
6383,꽃밥에피다,특별한 메뉴가 있어요,1026
6384,꽃밥에피다,친절해요,802
6385,꽃밥에피다,특별한 날 가기 좋아요,591
6386,꽃밥에피다,인테리어가 멋져요,460
6387,꽃밥에피다,매장이 청결해요,371
6388,꽃밥에피다,건강한 맛이에요,126
6389,꽃밥에피다,양이 많아요,95
6390,꽃밥에피다,가성비가 좋아요,70
6391,꽃밥에피다,단체모임 하기 좋아요,63
6392,꽃밥에피다,화장실이 깨끗해요,46
6393,꽃밥에피다,혼밥하기 좋아요,35
6394,꽃밥에피다,아늑해요,33
6395,꽃밥에피다,메뉴 구성이 알차요,32
6396,꽃밥에피다,뷰가 좋아요,32
6397,꽃밥에피다,차분한 분위기에요,23
6398,꽃밥에피다,매장이 넓어요,23
6399,꽃밥에피다,반찬이 잘 나와요,18
6400,꽃밥에피다,비싼 만큼 가치있어요,15
6401,꽃밥에피다,코스요리가 알차요,14
6402,꽃밥에피다,주차하기 편해요,7
6403,꽃밥에피다,향신료가 강하지 않아요,7
6404,꽃밥에피다,대화하기 좋아요,7
6405,꽃밥에피다,컨셉이 독특해요,4
6406,꽃밥에피다,음식이 빨리 나와요,3
6407,꽃밥에피다,디저트가 맛있어요,2
6408,꽃밥에피다,현지 맛에 가까워요,2
6409,꽃밥에피다,술이 다양해요,1
6410,꽃밥에피다,음료가 맛있어요,1
6411,꽃밥에피다,음악이 좋아요,1
6412,꽃밥에피다,오래 머무르기 좋아요,1
6443,패션5,빵이 맛있어요,3606
6444,패션5,특별한 메뉴가 있어요,2000
6445,패션5,인테리어가 멋져요,1386
6446,패션5,매장이 청결해요,1047
6447,패션5,친절해요,825
6448,패션5,커피가 맛있어요,764
6449,패션5,음료가 맛있어요,614
6450,패션5,사진이 잘 나와요,438
6451,패션5,주차하기 편해요,349
6452,패션5,대화하기 좋아요,317
6453,패션5,좌석이 편해요,230
6454,패션5,화장실이 깨끗해요,161
6455,패션5,디저트가 맛있어요,116
6456,패션5,가성비가 좋아요,104
6457,패션5,뷰가 좋아요,100
6458,패션5,비싼 만큼 가치있어요,48
6459,패션5,종류가 다양해요,46
6460,패션5,매장이 넓어요,42
6461,패션5,집중하기 좋아요,38
6462,패션5,메뉴 구성이 알차요,21
6463,패션5,음식이 맛있어요,9
6464,패션5,재료가 신선해요,9
6465,패션5,컨셉이 독특해요,8
6466,패션5,특별한 날 가기 좋아요,5
6467,패션5,건강한 맛이에요,5
6468,패션5,아늑해요,3
6469,패션5,차분한 분위기에요,2
6470,패션5,음식이 빨리 나와요,2
6471,패션5,아이와 가기 좋아요,1
6472,패션5,반려동물과 가기 좋아요,1
6473,패션5,오래 머무르기 좋아요,1
6474,패션5,단체모임 하기 좋아요,1
6475,페르시안궁전,음식이 맛있어요,2124
6476,페르시안궁전,인테리어가 멋져요,1388
6477,페르시안궁전,친절해요,1155
6478,페르시안궁전,현지 맛에 가까워요,806
6479,페르시안궁전,특별한 메뉴가 있어요,668
6480,페르시안궁전,양이 많아요,562
6481,페르시안궁전,재료가 신선해요,519
6482,페르시안궁전,매장이 넓어요,390
6483,페르시안궁전,매장이 청결해요,364
6484,페르시안궁전,가성비가 좋아요,282
6485,페르시안궁전,특별한 날 가기 좋아요,224
6486,페르시안궁전,단체모임 하기 좋아요,153
6487,페르시안궁전,컨셉이 독특해요,133
6488,페르시안궁전,혼밥하기 좋아요,94
6489,페르시안궁전,메뉴 구성이 알차요,67
6490,페르시안궁전,화장실이 깨끗해요,64
6491,페르시안궁전,향신료가 강하지 않아요,51
6492,페르시안궁전,아늑해요,50
6493,페르시안궁전,주차하기 편해요,45
6494,페르시안궁전,뷰가 좋아요,35
6495,페르시안궁전,건강한 맛이에요,27
6496,페르시안궁전,좌석이 편해요,18
6497,페르시안궁전,음식이 빨리 나와요,12
6498,페르시안궁전,차분한 분위기에요,7
6499,페르시안궁전,비싼 만큼 가치있어요,7
6500,페르시안궁전,코스요리가 알차요,6
6501,페르시안궁전,아이와 가기 좋아요,4
6502,강동 오늘손칼국수,음식이 맛있어요,746
6503,강동 오늘손칼국수,양이 많아요,309
6504,강동 오늘손칼국수,재료가 신선해요,240
6505,강동 오늘손칼국수,매장이 넓어요,191
6506,강동 오늘손칼국수,친절해요,133
6507,강동 오늘손칼국수,주차하기 편해요,132
6508,강동 오늘손칼국수,단체모임 하기 좋아요,131
6509,강동 오늘손칼국수,가성비가 좋아요,111
6510,강동 오늘손칼국수,특별한 메뉴가 있어요,78
6511,강동 오늘손칼국수,매장이 청결해요,76
6512,강동 오늘손칼국수,화장실이 깨끗해요,41
6513,강동 오늘손칼국수,특별한 날 가기 좋아요,27
6514,강동 오늘손칼국수,인테리어가 멋져요,16
6515,강동 오늘손칼국수,혼밥하기 좋아요,7
6516,강동 오늘손칼국수,뷰가 좋아요,4
6517,강동 오늘손칼국수,메뉴 구성이 알차요,2
6518,강동 오늘손칼국수,건강한 맛이에요,2
6519,강동 오늘손칼국수,음식이 빨리 나와요,1
6520,강동 오늘손칼국수,음악이 좋아요,1
6521,강동 오늘손칼국수,비싼 만큼 가치있어요,1
6522,강동 오늘손칼국수,반찬이 잘 나와요,1
6523,강동 오늘손칼국수,기본 안주가 좋아요,1
6524,강동 오늘손칼국수,대화하기 좋아요,1
6598,필경재,음식이 맛있어요,26
6599,필경재,인테리어가 멋져요,22
6600,필경재,뷰가 좋아요,19
6601,필경재,특별한 날 가기 좋아요,17
6602,필경재,특별한 메뉴가 있어요,17
6603,필경재,친절해요,15
6604,필경재,단체모임 하기 좋아요,14
6605,필경재,재료가 신선해요,8
6606,필경재,매장이 넓어요,5
6607,필경재,매장이 청결해요,4
6608,필경재,야외 공간이 멋져요,3
6609,필경재,건강한 맛이에요,3
6610,필경재,차분한 분위기에요,2
6611,필경재,코스요리가 알차요,2
6612,필경재,주차하기 편해요,2
6613,필경재,비싼 만큼 가치있어요,2
6614,필경재,대화하기 좋아요,2
6615,필경재,화장실이 깨끗해요,2
6616,필경재,아늑해요,1
6617,필경재,잡내가 적어요,1
6618,필경재,메뉴 구성이 알차요,1
6619,필경재,룸이 잘 되어있어요,1
6652,송림식당,음식이 맛있어요,1320
6653,송림식당,가성비가 좋아요,573
6654,송림식당,양이 많아요,535
6655,송림식당,음식이 빨리 나와요,413
6656,송림식당,매장이 넓어요,338
6657,송림식당,주차하기 편해요,301
6658,송림식당,친절해요,257
6659,송림식당,혼밥하기 좋아요,256
6660,송림식당,재료가 신선해요,180
6661,송림식당,반찬이 잘 나와요,165
6662,송림식당,단체모임 하기 좋아요,87
6663,송림식당,매장이 청결해요,46
6664,송림식당,화장실이 깨끗해요,24
6665,송림식당,인테리어가 멋져요,18
6666,송림식당,뷰가 좋아요,13
6667,송림식당,메뉴 구성이 알차요,7
6668,송림식당,특별한 메뉴가 있어요,7
6669,송림식당,건강한 맛이에요,7
6670,송림식당,차분한 분위기에요,1
6671,송림식당,아늑해요,1
6672,일일향 논현2호점,음식이 맛있어요,475
6673,일일향 논현2호점,친절해요,155
6674,일일향 논현2호점,재료가 신선해요,123
6675,일일향 논현2호점,매장이 넓어요,107
6676,일일향 논현2호점,특별한 메뉴가 있어요,101
6677,일일향 논현2호점,단체모임 하기 좋아요,101
6678,일일향 논현2호점,양이 많아요,81
6679,일일향 논현2호점,주차하기 편해요,48
6680,일일향 논현2호점,가성비가 좋아요,48
6681,일일향 논현2호점,매장이 청결해요,45
6682,일일향 논현2호점,특별한 날 가기 좋아요,31
6683,일일향 논현2호점,혼밥하기 좋아요,29
6684,일일향 논현2호점,인테리어가 멋져요,28
6685,일일향 논현2호점,화장실이 깨끗해요,11
6686,일일향 논현2호점,뷰가 좋아요,8
6687,일일향 논현2호점,비싼 만큼 가치있어요,4
6688,일일향 논현2호점,아늑해요,2
6689,일일향 논현2호점,음식이 빨리 나와요,2
6690,일일향 논현2호점,룸이 잘 되어있어요,2
6691,일일향 논현2호점,대화하기 좋아요,2
6692,일일향 논현2호점,컨셉이 독특해요,1
6693,일일향 논현2호점,고기 질이 좋아요,1
6694,일일향 논현2호점,메뉴 구성이 알차요,1
6695,일일향 논현2호점,반찬이 잘 나와요,1
6696,일일향 논현2호점,건강한 맛이에요,1
6717,서초동노랑저고리,음식이 맛있어요,762
6718,서초동노랑저고리,단체모임 하기 좋아요,370
6719,서초동노랑저고리,친절해요,359
6720,서초동노랑저고리,매장이 넓어요,355
6721,서초동노랑저고리,가성비가 좋아요,335
6722,서초동노랑저고리,재료가 신선해요,187
6723,서초동노랑저고리,양이 많아요,186
6724,서초동노랑저고리,매장이 청결해요,125
6725,서초동노랑저고리,차분한 분위기에요,113
6726,서초동노랑저고리,인테리어가 멋져요,105
6727,서초동노랑저고리,특별한 날 가기 좋아요,105
6728,서초동노랑저고리,반찬이 잘 나와요,76
6729,서초동노랑저고리,뷰가 좋아요,63
6730,서초동노랑저고리,비싼 만큼 가치있어요,60
6731,서초동노랑저고리,화장실이 깨끗해요,36
6732,서초동노랑저고리,메뉴 구성이 알차요,22
6733,서초동노랑저고리,주차하기 편해요,22
6734,서초동노랑저고리,건강한 맛이에요,22
6735,서초동노랑저고리,음식이 빨리 나와요,15
6736,서초동노랑저고리,룸이 잘 되어있어요,11
6737,서초동노랑저고리,아늑해요,7
6738,서초동노랑저고리,코스요리가 알차요,6
6739,서초동노랑저고리,좌석이 편해요,2
6740,서초동노랑저고리,특별한 메뉴가 있어요,2
6741,서초동노랑저고리,컨셉이 독특해요,1
6756,중구 송원,음식이 맛있어요,195
6757,중구 송원,재료가 신선해요,56
6758,중구 송원,매장이 넓어요,54
6759,중구 송원,매장이 청결해요,47
6760,중구 송원,단체모임 하기 좋아요,45
6761,중구 송원,친절해요,42
6762,중구 송원,양이 많아요,29
6763,중구 송원,특별한 메뉴가 있어요,23
6764,중구 송원,인테리어가 멋져요,22
6765,중구 송원,특별한 날 가기 좋아요,19
6766,중구 송원,가성비가 좋아요,16
6767,중구 송원,주차하기 편해요,12
6768,중구 송원,화장실이 깨끗해요,12
6769,중구 송원,혼밥하기 좋아요,5
6770,중구 송원,반찬이 잘 나와요,4
6771,중구 송원,뷰가 좋아요,3
6772,중구 송원,고기 질이 좋아요,2
6773,중구 송원,메뉴 구성이 알차요,2
6774,중구 송원,차분한 분위기에요,1
6775,중구 송원,잡내가 적어요,1
6776,중구 송원,건강한 맛이에요,1
6814,신당동천팥죽,음식이 맛있어요,584
6815,신당동천팥죽,친절해요,161
6816,신당동천팥죽,양이 많아요,138
6817,신당동천팥죽,재료가 신선해요,113
6818,신당동천팥죽,특별한 메뉴가 있어요,92
6819,신당동천팥죽,혼밥하기 좋아요,87
6820,신당동천팥죽,가성비가 좋아요,69
6821,신당동천팥죽,매장이 청결해요,39
6822,신당동천팥죽,특별한 날 가기 좋아요,22
6823,신당동천팥죽,건강한 맛이에요,9
6824,신당동천팥죽,매장이 넓어요,8
6825,신당동천팥죽,인테리어가 멋져요,7
6826,신당동천팥죽,단체모임 하기 좋아요,5
6827,신당동천팥죽,화장실이 깨끗해요,4
6828,신당동천팥죽,음식이 빨리 나와요,3
6829,신당동천팥죽,주차하기 편해요,3
6830,신당동천팥죽,뷰가 좋아요,3
6831,신당동천팥죽,비싼 만큼 가치있어요,2
6832,신당동천팥죽,포장이 깔끔해요,1
6846,동흥관,음식이 맛있어요,935
6847,동흥관,친절해요,250
6848,동흥관,매장이 넓어요,212
6849,동흥관,단체모임 하기 좋아요,180
6850,동흥관,양이 많아요,159
6851,동흥관,특별한 메뉴가 있어요,158
6852,동흥관,재료가 신선해요,150
6853,동흥관,인테리어가 멋져요,122
6854,동흥관,가성비가 좋아요,119
6855,동흥관,주차하기 편해요,92
6856,동흥관,매장이 청결해요,85
6857,동흥관,특별한 날 가기 좋아요,62
6858,동흥관,혼밥하기 좋아요,47
6859,동흥관,화장실이 깨끗해요,30
6860,동흥관,뷰가 좋아요,17
6861,동흥관,룸이 잘 되어있어요,8
6862,동흥관,음식이 빨리 나와요,5
6863,동흥관,메뉴 구성이 알차요,4
6864,동흥관,컨셉이 독특해요,2
6865,동흥관,비싼 만큼 가치있어요,2
6866,동흥관,술이 다양해요,1
6867,동흥관,코스요리가 알차요,1
6868,동흥관,혼술하기 좋아요,1
6869,동흥관,잡내가 적어요,1
6870,동흥관,고기 질이 좋아요,1
6871,동흥관,음악이 좋아요,1
6872,동흥관,반려동물과 가기 좋아요,1
6873,동흥관,직접 잘 구워줘요,1
6874,동흥관,대화하기 좋아요,1
6875,동흥관,건강한 맛이에요,1
6876,강남구 카페엠,인테리어가 멋져요,101
6877,강남구 카페엠,커피가 맛있어요,98
6878,강남구 카페엠,대화하기 좋아요,67
6879,강남구 카페엠,매장이 청결해요,59
6880,강남구 카페엠,친절해요,57
6881,강남구 카페엠,음료가 맛있어요,48
6882,강남구 카페엠,사진이 잘 나와요,42
6883,강남구 카페엠,디저트가 맛있어요,38
6884,강남구 카페엠,좌석이 편해요,35
6885,강남구 카페엠,특별한 메뉴가 있어요,20
6886,강남구 카페엠,집중하기 좋아요,18
6887,강남구 카페엠,화장실이 깨끗해요,16
6888,강남구 카페엠,주차하기 편해요,10
6889,강남구 카페엠,가성비가 좋아요,9
6890,강남구 카페엠,아늑해요,8
6891,강남구 카페엠,뷰가 좋아요,7
6892,강남구 카페엠,음식이 맛있어요,6
6893,강남구 카페엠,매장이 넓어요,6
6894,강남구 카페엠,차분한 분위기에요,5
6895,강남구 카페엠,술이 다양해요,4
6896,강남구 카페엠,음악이 좋아요,4
6897,강남구 카페엠,메뉴 구성이 알차요,2
6898,강남구 카페엠,오래 머무르기 좋아요,2
6899,강남구 카페엠,혼밥하기 좋아요,1
6900,강남구 카페엠,아이와 가기 좋아요,1
