Attraction,Good_Point,Selected_People
올림픽공원,자연 경관이 좋아요,33
올림픽공원,체험 프로그램이 다양해요,19
올림픽공원,반려동물과 가기 좋아요,15
올림픽공원,규모가 커요,15
올림픽공원,아이와 가기 좋아요,13
올림픽공원,피크닉하기 좋아요,9
올림픽공원,대중교통이 편해요,6
올림픽공원,조용히 쉬기 좋아요,4
올림픽공원,화장실이 깨끗해요,4
올림픽공원,친절해요,2
몽촌토성,사진이 잘 나와요,14
몽촌토성,붐비지 않아요,11
몽촌토성,산책로가 잘 되어있어요,10
몽촌토성,관리가 잘 되어있어요,5
몽촌토성,볼거리가 많아요,3
몽촌토성,아이와 가기 좋아요,2
몽촌토성,주차하기 편해요,2
몽촌토성,규모가 커요,2
몽촌토성,뷰가 좋아요,2
몽촌토성,야경이 멋져요,1
몽촌토성,가격이 합리적이에요,1
서대문자연사박물관,유익해요,1425
서대문자연사박물관,전시 구성이 알차요,834
서대문자연사박물관,아이와 가기 좋아요,585
서대문자연사박물관,전시 테마가 재밌어요,526
서대문자연사박물관,설명이 잘 되어있어요,393
서대문자연사박물관,체험 프로그램이 다양해요,306
서대문자연사박물관,주차하기 편해요,301
서대문자연사박물관,가격이 합리적이에요,261
서대문자연사박물관,공간이 넓어요,225
서대문자연사박물관,사진이 잘 나와요,91
서대문자연사박물관,화장실이 깨끗해요,4
서대문자연사박물관,컨셉이 독특해요,2
서대문자연사박물관,뷰가 좋아요,2
푸른수목원,산책로가 잘 되어있어요,280
푸른수목원,주차하기 편해요,132
푸른수목원,뷰가 좋아요,103
푸른수목원,볼거리가 많아요,94
푸른수목원,사진이 잘 나와요,69
푸른수목원,신기한 식물이 많아요,61
푸른수목원,화장실이 깨끗해요,50
푸른수목원,편의시설이 잘 되어있어요,40
푸른수목원,가격이 합리적이에요,34
푸른수목원,대중교통이 편해요,8
푸른수목원,아이와 가기 좋아요,2
푸른수목원,규모가 커요,2
푸른수목원,반려동물과 가기 좋아요,1
송파책박물관,주차하기 편해요,230
송파책박물관,유익해요,178
송파책박물관,공간이 넓어요,122
송파책박물관,전시 구성이 알차요,90
송파책박물관,아이와 가기 좋아요,71
송파책박물관,체험 프로그램이 다양해요,61
송파책박물관,전시 테마가 재밌어요,56
송파책박물관,가격이 합리적이에요,52
송파책박물관,설명이 잘 되어있어요,39
송파책박물관,사진이 잘 나와요,18
송파책박물관,화장실이 깨끗해요,1
숭례문,사진이 잘 나와요,91
숭례문,붐비지 않아요,49
숭례문,관리가 잘 되어있어요,38
숭례문,볼거리가 많아요,30
숭례문,뷰가 좋아요,15
숭례문,산책로가 잘 되어있어요,11
숭례문,아이와 가기 좋아요,10
숭례문,가격이 합리적이에요,10
숭례문,대중교통이 편해요,10
숭례문,근처에 갈 곳이 많아요,9
숭례문,야경이 멋져요,9
숭례문,설명이 잘 되어있어요,8
숭례문,주차하기 편해요,8
숭례문,체험 프로그램이 다양해요,7
숭례문,경관이 독특해요,5
숭례문,방문객이 많아요,3
숭례문,화장실이 깨끗해요,3
숭례문,편의시설이 잘 되어있어요,1
숭례문,규모가 커요,1
와룡공원,뷰가 좋아요,7
와룡공원,산책로가 잘 되어있어요,6
와룡공원,사진이 잘 나와요,3
와룡공원,붐비지 않아요,3
와룡공원,볼거리가 많아요,2
와룡공원,방문객이 많아요,1
와룡공원,편의시설이 잘 되어있어요,1
와룡공원,조용히 쉬기 좋아요,1
와룡공원,아이와 가기 좋아요,1
와룡공원,관리가 잘 되어있어요,1
와룡공원,주차하기 편해요,1
와룡공원,자연 경관이 좋아요,1
방학동도깨비시장,친절해요,21
방학동도깨비시장,품질이 좋아요,11
방학동도깨비시장,종류가 다양해요,10
방학동도깨비시장,가성비가 좋아요,8
방학동도깨비시장,특색 있는 제품이 많아요,3
방학동도깨비시장,볼거리가 많아요,2
방학동도깨비시장,매장이 넓어요,2
방학동도깨비시장,시설이 깔끔해요,1
방학동도깨비시장,먹거리가 풍부해요,1
방학동도깨비시장,분위기가 편안해요,1
방학동도깨비시장,주차하기 편해요,1
방학동도깨비시장,트렌디해요,1
몽마르뜨공원,뷰가 좋아요,14
몽마르뜨공원,산책로가 잘 되어있어요,13
몽마르뜨공원,관리가 잘 되어있어요,6
몽마르뜨공원,붐비지 않아요,5
몽마르뜨공원,볼거리가 많아요,4
몽마르뜨공원,자연 경관이 좋아요,3
몽마르뜨공원,근처에 갈 곳이 많아요,2
몽마르뜨공원,사진이 잘 나와요,2
몽마르뜨공원,방문객이 많아요,1
몽마르뜨공원,편의시설이 잘 되어있어요,1
몽마르뜨공원,먹거리가 풍부해요,1
몽마르뜨공원,조용히 쉬기 좋아요,1
몽마르뜨공원,주차하기 편해요,1
몽마르뜨공원,대중교통이 편해요,1
이순신장군동상,사진이 잘 나와요,19
이순신장군동상,볼거리가 많아요,10
이순신장군동상,관리가 잘 되어있어요,6
이순신장군동상,야경이 멋져요,6
이순신장군동상,아이와 가기 좋아요,5
이순신장군동상,경관이 독특해요,5
이순신장군동상,붐비지 않아요,5
이순신장군동상,뷰가 좋아요,4
이순신장군동상,근처에 갈 곳이 많아요,3
이순신장군동상,가격이 합리적이에요,2
이순신장군동상,체험 프로그램이 다양해요,2
이순신장군동상,규모가 커요,2
이순신장군동상,산책로가 잘 되어있어요,2
이순신장군동상,방문객이 많아요,1
이순신장군동상,설명이 잘 되어있어요,1
이순신장군동상,주차하기 편해요,1
이순신장군동상,대중교통이 편해요,1
이순신장군동상,화장실이 깨끗해요,1
채그로,뷰가 좋아요,146
채그로,집중하기 좋아요,62
채그로,읽을만한 책이 많아요,61
채그로,인테리어가 멋져요,60
채그로,커피가 맛있어요,39
채그로,좌석이 편해요,37
채그로,사진이 잘 나와요,34
채그로,대화하기 좋아요,34
채그로,음료가 맛있어요,29
채그로,친절해요,24
채그로,화장실이 깨끗해요,15
채그로,디저트가 맛있어요,13
채그로,가성비가 좋아요,7
채그로,주차하기 편해요,5
채그로,특별한 메뉴가 있어요,5
채그로,아늑해요,4
채그로,차분한 분위기에요,1
채그로,매장이 넓어요,1
채그로,매장이 청결해요,1
채그로,건강한 맛이에요,1
롯데월드몰,종류가 다양해요,885
롯데월드몰,친절해요,696
롯데월드몰,매장이 넓어요,634
롯데월드몰,가성비가 좋아요,608
롯데월드몰,시설이 깔끔해요,506
롯데월드몰,품질이 좋아요,473
롯데월드몰,분위기가 편안해요,369
롯데월드몰,특색 있는 제품이 많아요,273
롯데월드몰,주차하기 편해요,210
롯데월드몰,비싼 만큼 가치있어요,146
롯데월드몰,트렌디해요,14
롯데월드몰,신상품이 많아요,7
롯데월드몰,예쁜 소품이 많아요,5
롯데월드몰,선물하기 좋아요,4
롯데월드몰,고급스러워요,4
롯데월드몰,사진이 잘 나와요,4
롯데월드몰,컨셉이 독특해요,3
롯데월드몰,아기자기해요,2
롯데월드몰,인테리어가 멋져요,2
롯데월드몰,설명이 자세해요,1
롯데월드몰,포장이 정성스러워요,1
롯데호텔 월드,친절해요,2406
롯데호텔 월드,즐길 거리가 많아요,1506
롯데호텔 월드,깨끗해요,1269
롯데호텔 월드,주차하기 편해요,744
롯데호텔 월드,침구가 좋아요,711
롯데호텔 월드,사진이 잘 나와요,658
롯데호텔 월드,대중교통이 편해요,594
롯데호텔 월드,뷰가 좋아요,536
롯데호텔 월드,호캉스하기 좋아요,441
롯데호텔 월드,인테리어가 멋져요,330
롯데호텔 월드,조용히 쉬기 좋아요,321
롯데호텔 월드,냉난방이 잘돼요,316
롯데호텔 월드,방음이 잘돼요,272
롯데호텔 월드,조식이 맛있어요,207
롯데호텔 월드,수영장이 잘 되어있어요,84
롯데호텔 월드,아이와 가기 좋아요,18
롯데호텔 월드,화장실이 잘 되어있어요,4
롯데호텔 월드,컨셉이 독특해요,3
롯데호텔 월드,근처에 갈 곳이 많아요,3
롯데호텔 월드,벌레 걱정 없어요,3
롯데호텔 월드,편의시설이 잘 되어있어요,2
롯데호텔 월드,룸서비스가 잘 되어있어요,2
롯데호텔 월드,보안시설이 잘 되어있어요,2
롯데호텔 월드,가성비가 좋아요,1
롯데호텔 월드,스파하기 좋아요,1
인왕산,뷰가 좋아요,119
인왕산,사진이 잘 나와요,79
인왕산,경관이 독특해요,42
인왕산,대중교통이 편해요,29
인왕산,볼거리가 많아요,25
인왕산,근처에 갈 곳이 많아요,25
인왕산,산책로가 잘 되어있어요,21
인왕산,방문객이 많아요,17
인왕산,붐비지 않아요,11
인왕산,편의시설이 잘 되어있어요,5
인왕산,관리가 잘 되어있어요,4
인왕산,화장실이 깨끗해요,3
인왕산,조용히 쉬기 좋아요,2
인왕산,규모가 커요,2
인왕산,코스가 길어요,1
인왕산,먹거리가 풍부해요,1
인왕산,주차하기 편해요,1
인왕산,반려동물과 가기 좋아요,1
한강시민공원 뚝섬지구,뷰가 좋아요,121
한강시민공원 뚝섬지구,산책로가 잘 되어있어요,81
한강시민공원 뚝섬지구,사진이 잘 나와요,59
한강시민공원 뚝섬지구,볼거리가 많아요,47
한강시민공원 뚝섬지구,관리가 잘 되어있어요,42
한강시민공원 뚝섬지구,방문객이 많아요,40
한강시민공원 뚝섬지구,편의시설이 잘 되어있어요,19
한강시민공원 뚝섬지구,자연 경관이 좋아요,16
한강시민공원 뚝섬지구,붐비지 않아요,16
한강시민공원 뚝섬지구,주차하기 편해요,15
한강시민공원 뚝섬지구,피크닉하기 좋아요,11
한강시민공원 뚝섬지구,반려동물과 가기 좋아요,9
한강시민공원 뚝섬지구,조용히 쉬기 좋아요,7
한강시민공원 뚝섬지구,아이와 가기 좋아요,7
한강시민공원 뚝섬지구,대중교통이 편해요,7
한강시민공원 뚝섬지구,규모가 커요,7
한강시민공원 뚝섬지구,먹거리가 풍부해요,6
한강시민공원 뚝섬지구,가격이 합리적이에요,4
한강시민공원 뚝섬지구,체험 프로그램이 다양해요,3
한강시민공원 뚝섬지구,컨셉이 독특해요,1
한강시민공원 뚝섬지구,친절해요,1
한강시민공원 뚝섬지구,근처에 갈 곳이 많아요,1
한강시민공원 뚝섬지구,화장실이 깨끗해요,1
종묘,사진이 잘 나와요,359
종묘,산책로가 잘 되어있어요,280
종묘,볼거리가 많아요,250
종묘,붐비지 않아요,231
종묘,관리가 잘 되어있어요,174
종묘,가격이 합리적이에요,155
종묘,설명이 잘 되어있어요,132
종묘,아이와 가기 좋아요,77
종묘,체험 프로그램이 다양해요,72
종묘,뷰가 좋아요,53
종묘,주차하기 편해요,48
종묘,규모가 커요,16
종묘,방문객이 많아요,14
종묘,대중교통이 편해요,12
종묘,근처에 갈 곳이 많아요,9
종묘,경관이 독특해요,8
종묘,화장실이 깨끗해요,6
종묘,편의시설이 잘 되어있어요,1
종묘,반려동물과 가기 좋아요,1
불암산,뷰가 좋아요,61
불암산,사진이 잘 나와요,34
불암산,경관이 독특해요,19
불암산,볼거리가 많아요,15
불암산,대중교통이 편해요,14
불암산,붐비지 않아요,12
불암산,주차하기 편해요,10
불암산,산책로가 잘 되어있어요,9
불암산,화장실이 깨끗해요,6
불암산,방문객이 많아요,4
불암산,조용히 쉬기 좋아요,4
불암산,편의시설이 잘 되어있어요,3
불암산,코스가 길어요,1
불암산,관리가 잘 되어있어요,1
불암산,아이와 가기 좋아요,1
불암산,근처에 갈 곳이 많아요,1
통인시장,친절해요,76
통인시장,특색 있는 제품이 많아요,55
통인시장,종류가 다양해요,54
통인시장,볼거리가 많아요,47
통인시장,컨셉이 독특해요,43
통인시장,가성비가 좋아요,35
통인시장,분위기가 편안해요,27
통인시장,먹거리가 풍부해요,18
통인시장,품질이 좋아요,13
통인시장,방문객이 많아요,6
통인시장,시설이 깔끔해요,6
통인시장,트렌디해요,6
통인시장,야시장이 잘 되어있어요,5
통인시장,매장이 넓어요,5
통인시장,아이와 가기 좋아요,4
통인시장,비싼 만큼 가치있어요,3
통인시장,주차하기 편해요,2
소소한 풍경,음식이 맛있어요,367
소소한 풍경,특별한 메뉴가 있어요,171
소소한 풍경,친절해요,150
소소한 풍경,재료가 신선해요,143
소소한 풍경,인테리어가 멋져요,117
소소한 풍경,뷰가 좋아요,114
소소한 풍경,특별한 날 가기 좋아요,102
소소한 풍경,매장이 청결해요,55
소소한 풍경,가성비가 좋아요,48
소소한 풍경,단체모임 하기 좋아요,41
소소한 풍경,양이 많아요,39
소소한 풍경,매장이 넓어요,36
소소한 풍경,화장실이 깨끗해요,18
소소한 풍경,건강한 맛이에요,8
소소한 풍경,메뉴 구성이 알차요,5
소소한 풍경,야외 공간이 멋져요,5
소소한 풍경,차분한 분위기에요,3
소소한 풍경,혼밥하기 좋아요,3
소소한 풍경,주차하기 편해요,3
소소한 풍경,아늑해요,2
소소한 풍경,반찬이 잘 나와요,2
소소한 풍경,컨셉이 독특해요,1
소소한 풍경,코스요리가 알차요,1
소소한 풍경,음식이 빨리 나와요,1
소소한 풍경,사진이 잘 나와요,1
소소한 풍경,대화하기 좋아요,1
청와대사랑채,유익해요,376
청와대사랑채,전시 구성이 알차요,247
청와대사랑채,설명이 잘 되어있어요,181
